name,province,district,sensors,activities
Ruhuha,EAST,Bugesera,"[{""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]","[{""date"": ""19/05/2025"", ""activity"": ""Replace datalogger, remove soil sensor""}, {""date"": ""14/07/2025"", ""activity"": ""replace battery""}]"
Gihinga,EAST,Bugesera,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Mayange,EAST,Bugesera,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Rweru,EAST,Bugesera,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Gabiro,EAST,Gatsibo,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Kabarore,EAST,Gatsibo,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Murama,EAST,Kayonza,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
RWIMISHANYA,EAST,Kayonza,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Rwinkwavu,EAST,Kayonza,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
AKAGERA RWISIRABO,EAST,Kayonza,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Kawangire,EAST,Kayonza,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Mukarange,EAST,Kayonza,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Ndego,EAST,Kayonza,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
COCAMUSAZA,EAST,Kirehe,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Kirehe,EAST,Kirehe,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Mahama,EAST,Kirehe,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Nasho_Mpanga,EAST,Kirehe,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
RUSUMO POWER PLANT,EAST,Kirehe,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
GAHORORO,EAST,Ngoma,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Kazo,EAST,Ngoma,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Zaza,EAST,Ngoma,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Katabagemu,EAST,Nyagatare,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
Nyagatare,EAST,Nyagatare,"[{""type"": ""Air Pressure"", ""serialNumber"": ""YES""}, {""type"": ""Air Temperature"", ""serialNumber"": ""YES""}, {""type"": ""Direct Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Evaporation"", ""serialNumber"": ""YES""}, {""type"": ""Radiation"", ""serialNumber"": ""YES""}, {""type"": ""Rain"", ""serialNumber"": ""YES""}, {""type"": ""rel. Humidity"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 100cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 10cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 20cm"", ""serialNumber"": ""YES""}, {""type"": ""Soil Temperature 50cm"", ""serialNumber"": ""YES""}, {""type"": ""Sun Shine"", ""serialNumber"": ""YES""}, {""type"": ""Wind Direction"", ""serialNumber"": ""YES""}, {""type"": ""Wind Speed"", ""serialNumber"": ""YES""}]",
